admission_id,gender,fee_range,fee_slab,loan,req_branch,alloted_branch,campus_req,campus_allotted,entrance_rank,admission_acceptance
HVTI5633,Male,68886.54,20465.9,No,Mechanical Engineering,Civil Engineering,City Campus,City Campus,776,No
DRFH0989,Male,73244.79,24601.26,No,Mechanical Engineering,Electrical Engineering,City Campus,Main Campus,29,No
QLMZ9673,Female,62515.55,31232.17,No,Electrical Engineering,Computer Science,Suburban Campus,Suburban Campus,350,No
KDJT4837,Female,43760.8,44501.21,Yes,Mechanical Engineering,Civil Engineering,City Campus,Suburban Campus,744,Yes
UXOZ5122,Female,62659.77,44601.03,No,Electrical Engineering,Electrical Engineering,Main Campus,Main Campus,850,Yes
QXWC7126,Female,48366.15,37998.37,No,Computer Science,Civil Engineering,Suburban Campus,Suburban Campus,637,No
PWET7548,Female,36000.02,30052.7,No,Mechanical Engineering,Computer Science,City Campus,City Campus,445,No
IYAY9194,Female,34131.85,48774.82,Yes,Computer Science,Electrical Engineering,Suburban Campus,Suburban Campus,887,Yes
GPFX5735,Male,54460.92,49784.87,No,Computer Science,Civil Engineering,Main Campus,Main Campus,438,No
JGNM0948,Female,63439.61,27254.93,No,Electrical Engineering,Electrical Engineering,Main Campus,Suburban Campus,802,No
XJKO2129,Female,55487.42,49204.71,No,Computer Science,Civil Engineering,City Campus,City Campus,747,No
PKDI3846,Male,31151.34,25779.81,No,Electrical Engineering,Chemical Engineering,Suburban Campus,Main Campus,951,No
RGVZ6417,Male,58649.1,39333.03,No,Electrical Engineering,Electrical Engineering,City Campus,City Campus,754,Yes
ESMX5600,Male,58631.53,44856.5,No,Electrical Engineering,Mechanical Engineering,City Campus,Suburban Campus,771,No
WYRT4827,Male,43686.24,44039.95,Yes,Computer Science,Electrical Engineering,Main Campus,Suburban Campus,59,Yes
ANJQ6644,Male,67267.96,37335.61,No,Mechanical Engineering,Computer Science,City Campus,Main Campus,827,No
AOAN2908,Female,69717.19,23866.11,No,Electrical Engineering,Civil Engineering,City Campus,Suburban Campus,112,No
RUXC0115,Female,39054.83,39088.2,Yes,Computer Science,Civil Engineering,Main Campus,Main Campus,567,Yes
VGKJ4592,Female,54209.57,49320.67,No,Electrical Engineering,Chemical Engineering,City Campus,Suburban Campus,398,No
RWQW7035,Female,62229.83,25211.52,No,Mechanical Engineering,Information Technology,Suburban Campus,Suburban Campus,976,No
BAEM4758,Male,51682.82,47125.14,No,Electrical Engineering,Civil Engineering,Main Campus,City Campus,739,No
CNBF8840,Female,58571.15,35518.31,No,Electrical Engineering,Mechanical Engineering,City Campus,Suburban Campus,955,No
BYXO0939,Female,34972.06,33122.05,No,Computer Science,Chemical Engineering,Main Campus,City Campus,695,No
PTSK0128,Female,33174.92,22987.34,No,Mechanical Engineering,Chemical Engineering,Suburban Campus,City Campus,295,No
KXIT1975,Male,75444.03,44035.16,No,Computer Science,Mechanical Engineering,Main Campus,Main Campus,880,No
ZBLV3793,Male,69761.24,35127.71,No,Electrical Engineering,Information Technology,City Campus,City Campus,961,No
UAHZ4394,Male,39244.49,38943.23,No,Electrical Engineering,Electrical Engineering,Suburban Campus,Main Campus,548,No
RRCQ7701,Male,70643.4,43528.44,No,Electrical Engineering,Electrical Engineering,Suburban Campus,Main Campus,475,No
SQTI1033,Female,30987.32,45290.92,Yes,Mechanical Engineering,Electrical Engineering,Main Campus,Main Campus,435,Yes
HDEL5403,Male,57803.01,38819.55,No,Mechanical Engineering,Electrical Engineering,Main Campus,Suburban Campus,587,No
CPIK2309,Female,56820.84,27806.9,No,Electrical Engineering,Information Technology,Main Campus,Main Campus,737,No
XZOE3134,Male,70609.81,36587.17,No,Electrical Engineering,Mechanical Engineering,City Campus,Suburban Campus,582,No
BLKM0226,Female,54428.16,48461.01,No,Mechanical Engineering,Civil Engineering,Suburban Campus,Main Campus,788,No
PFCH9368,Male,55945.06,26112.88,No,Mechanical Engineering,Information Technology,City Campus,Suburban Campus,532,No
IIVW9139,Female,59236.08,22797.96,No,Mechanical Engineering,Chemical Engineering,Main Campus,Main Campus,267,No
FIZZ2645,Female,65687.46,33122.63,No,Computer Science,Chemical Engineering,Suburban Campus,City Campus,167,No
GJVK1555,Female,69503.38,38866.82,No,Electrical Engineering,Computer Science,City Campus,Suburban Campus,984,No
ROYM7426,Male,36204.47,37798.65,Yes,Electrical Engineering,Mechanical Engineering,Main Campus,Suburban Campus,391,Yes
VUKM6267,Female,67649.41,20834.55,No,Computer Science,Chemical Engineering,Main Campus,Main Campus,479,No
UBZM4596,Male,78284.05,41227.28,No,Computer Science,Information Technology,Suburban Campus,Suburban Campus,764,No
OUJX5607,Female,74880.11,47617.83,No,Electrical Engineering,Information Technology,City Campus,Main Campus,947,No
RJQB9637,Male,39033.21,22363.18,No,Computer Science,Chemical Engineering,City Campus,City Campus,244,No
ZLAG5555,Male,59955.13,31472.15,No,Computer Science,Civil Engineering,Main Campus,Main Campus,136,No
LKUP5301,Male,38996.88,42270.19,Yes,Mechanical Engineering,Information Technology,Main Campus,City Campus,930,Yes
KZDY1342,Male,57736.09,23916.44,No,Computer Science,Computer Science,Main Campus,Main Campus,16,Yes
MMLS3381,Female,70025.65,33611.19,No,Mechanical Engineering,Chemical Engineering,Main Campus,Main Campus,288,No
WQRE9211,Male,36152.27,38945.05,Yes,Computer Science,Computer Science,Suburban Campus,Main Campus,819,No
OYGK1640,Male,36440.8,30743.64,No,Computer Science,Chemical Engineering,Main Campus,Main Campus,699,No
PFPK7278,Female,40311.5,27191.66,No,Computer Science,Computer Science,Main Campus,Suburban Campus,974,No
BCWE3428,Female,38060.51,46937.28,Yes,Electrical Engineering,Computer Science,Suburban Campus,Main Campus,281,Yes
NQPP5386,Female,58124.81,28907.68,No,Electrical Engineering,Civil Engineering,Suburban Campus,Suburban Campus,88,No
VSHP0113,Male,72572.51,36062.52,No,Computer Science,Civil Engineering,City Campus,Suburban Campus,256,No
ESNK1316,Male,31750.26,27357.63,No,Computer Science,Civil Engineering,Main Campus,City Campus,790,No
SQZO4134,Female,78996.42,43400.87,No,Mechanical Engineering,Electrical Engineering,City Campus,Suburban Campus,556,No
BJAD8954,Female,55307.42,43581.45,No,Electrical Engineering,Computer Science,Main Campus,Main Campus,303,No
RKVM0072,Female,48177.98,43111.75,No,Mechanical Engineering,Civil Engineering,Main Campus,City Campus,346,No
HNEL7751,Male,57221.36,39777.73,No,Electrical Engineering,Information Technology,Suburban Campus,Main Campus,585,No
CUVJ8075,Female,51152.57,28248.94,No,Mechanical Engineering,Mechanical Engineering,Suburban Campus,Suburban Campus,405,Yes
ZCVT2943,Male,77261.42,48049.28,No,Computer Science,Information Technology,City Campus,Main Campus,40,No
VLZU2853,Male,30004.28,38823.14,Yes,Electrical Engineering,Mechanical Engineering,Suburban Campus,Suburban Campus,631,Yes
SQED2203,Male,45030.0,39151.6,No,Computer Science,Electrical Engineering,Suburban Campus,Main Campus,281,No
HOIS2289,Female,77310.73,37380.64,No,Electrical Engineering,Electrical Engineering,Main Campus,Main Campus,371,Yes
RCZU9981,Female,55972.15,23102.58,No,Computer Science,Civil Engineering,City Campus,City Campus,276,No
WGSV7645,Female,69140.09,33773.83,No,Mechanical Engineering,Chemical Engineering,Suburban Campus,City Campus,676,No
GKLQ8052,Female,62957.88,37876.83,No,Mechanical Engineering,Computer Science,Suburban Campus,Suburban Campus,257,No
YJYI0777,Male,52246.01,23212.3,No,Electrical Engineering,Information Technology,Main Campus,Main Campus,802,No
LRJB5242,Male,58853.57,28473.89,No,Computer Science,Chemical Engineering,Main Campus,Main Campus,669,No
GVIP5436,Female,64755.07,46838.14,No,Computer Science,Computer Science,City Campus,Main Campus,830,No
BCUL1840,Male,56133.31,22783.31,No,Mechanical Engineering,Computer Science,Suburban Campus,City Campus,791,No
YFRD6192,Female,79300.98,34827.35,No,Computer Science,Information Technology,City Campus,Main Campus,623,No
RGJX1336,Female,47605.86,30841.92,No,Electrical Engineering,Mechanical Engineering,City Campus,City Campus,13,No
GRSA4126,Female,56910.47,45149.48,No,Mechanical Engineering,Computer Science,Suburban Campus,City Campus,128,No
ASVZ4103,Female,40491.98,31724.01,No,Electrical Engineering,Computer Science,Suburban Campus,Main Campus,315,No
SCIW1771,Male,34950.46,34731.11,No,Computer Science,Chemical Engineering,Main Campus,City Campus,583,No
ZDNA6476,Female,70988.16,20658.71,No,Computer Science,Mechanical Engineering,City Campus,Suburban Campus,677,No
DKRW0175,Male,41855.02,22207.28,No,Computer Science,Chemical Engineering,City Campus,City Campus,329,No
JZID2056,Male,39403.68,48776.52,Yes,Mechanical Engineering,Chemical Engineering,Main Campus,Suburban Campus,857,Yes
PURW6355,Male,44985.46,22289.38,No,Mechanical Engineering,Electrical Engineering,City Campus,Main Campus,271,No
THBX9414,Male,71631.39,40620.09,No,Electrical Engineering,Civil Engineering,Main Campus,Suburban Campus,868,No
PNZZ9185,Male,77871.15,31257.63,No,Electrical Engineering,Computer Science,Main Campus,Suburban Campus,184,No
JRTY7002,Female,60107.22,29407.55,No,Computer Science,Civil Engineering,Main Campus,Main Campus,455,No
BBUN6547,Female,40802.0,47249.07,Yes,Mechanical Engineering,Mechanical Engineering,City Campus,Suburban Campus,474,Yes
CNQH3528,Male,47953.26,44256.47,No,Computer Science,Electrical Engineering,Main Campus,Suburban Campus,18,No
NKQV6067,Male,36424.61,25394.19,No,Mechanical Engineering,Electrical Engineering,Main Campus,Main Campus,451,No
WBCL4637,Female,61115.64,20304.21,No,Mechanical Engineering,Chemical Engineering,City Campus,City Campus,10,No
TDSS1957,Female,33717.98,25360.31,No,Mechanical Engineering,Information Technology,Main Campus,Main Campus,478,No
SEDU2870,Male,42748.37,37018.82,No,Electrical Engineering,Computer Science,Suburban Campus,City Campus,38,No
UHBS5043,Female,49089.12,38199.65,No,Electrical Engineering,Chemical Engineering,City Campus,Suburban Campus,990,No
MOJG1572,Male,75183.0,20943.51,No,Electrical Engineering,Mechanical Engineering,Suburban Campus,City Campus,368,No
NBWG4319,Male,50002.97,49277.48,No,Electrical Engineering,Computer Science,City Campus,City Campus,492,No
WOXT4347,Female,34162.7,49812.19,Yes,Computer Science,Mechanical Engineering,City Campus,City Campus,654,Yes
HCJN9189,Female,42708.97,34517.33,No,Computer Science,Chemical Engineering,Main Campus,Main Campus,865,No
YBMH8350,Male,51267.17,38420.15,No,Mechanical Engineering,Electrical Engineering,City Campus,Suburban Campus,570,No
FOHQ4547,Female,64725.77,36394.48,No,Computer Science,Civil Engineering,Suburban Campus,City Campus,224,No
FXTG0423,Female,56795.22,24751.65,No,Mechanical Engineering,Information Technology,City Campus,Main Campus,419,No
VWYA6871,Female,33527.9,42250.9,Yes,Computer Science,Chemical Engineering,Main Campus,Main Campus,60,No
NGMB9709,Male,66633.74,47797.5,No,Electrical Engineering,Mechanical Engineering,Suburban Campus,City Campus,594,No
XNSJ9001,Male,79767.96,25785.36,No,Computer Science,Mechanical Engineering,Suburban Campus,Suburban Campus,962,No
VBOL9223,Male,64840.15,20886.66,No,Mechanical Engineering,Computer Science,Main Campus,Main Campus,82,No
USTI2027,Male,39631.37,20691.15,No,Mechanical Engineering,Computer Science,Main Campus,Main Campus,284,No
PEEM4592,Male,48607.11,35352.34,No,Mechanical Engineering,Electrical Engineering,Main Campus,Suburban Campus,919,No
IGDE6860,Male,62865.9,24570.38,No,Computer Science,Computer Science,City Campus,Main Campus,625,No
VICG3562,Male,71025.41,46006.23,No,Mechanical Engineering,Electrical Engineering,Suburban Campus,Suburban Campus,565,No
ZAKL7248,Female,60247.23,23443.65,No,Computer Science,Chemical Engineering,City Campus,City Campus,322,No
DAVZ1836,Female,50984.32,26508.73,No,Mechanical Engineering,Chemical Engineering,Main Campus,Suburban Campus,977,No
QPGV0094,Female,37674.57,29826.19,No,Electrical Engineering,Mechanical Engineering,Main Campus,City Campus,66,No
DXVI0415,Female,79622.45,26592.83,No,Computer Science,Information Technology,City Campus,Suburban Campus,452,No
VKAR1212,Male,51681.36,41832.32,No,Mechanical Engineering,Computer Science,City Campus,Main Campus,185,No
WAQG2450,Female,31295.49,48195.44,Yes,Computer Science,Civil Engineering,Suburban Campus,Main Campus,265,Yes
HDFX5687,Male,60180.36,28027.72,No,Electrical Engineering,Electrical Engineering,Main Campus,City Campus,785,No
ZUJO4953,Female,33876.23,34447.25,Yes,Electrical Engineering,Civil Engineering,Suburban Campus,Suburban Campus,806,No
EIFX7095,Female,36231.06,48596.88,Yes,Computer Science,Electrical Engineering,Main Campus,Suburban Campus,283,Yes
TZZC6289,Male,35499.51,30456.6,No,Computer Science,Civil Engineering,City Campus,Suburban Campus,266,No
BZFW7388,Male,57418.44,36544.91,No,Electrical Engineering,Civil Engineering,City Campus,Main Campus,890,No
EPUS9079,Female,33297.97,28829.63,No,Electrical Engineering,Chemical Engineering,City Campus,Main Campus,507,No
OOEZ8434,Male,62008.87,42355.83,No,Computer Science,Electrical Engineering,Main Campus,Main Campus,131,No
CGFN0921,Male,48140.97,34874.05,No,Computer Science,Electrical Engineering,Suburban Campus,Suburban Campus,233,No
SXVI0597,Female,46675.87,35379.7,No,Computer Science,Computer Science,Suburban Campus,City Campus,646,No
WWYJ9313,Male,43662.65,31998.26,No,Electrical Engineering,Information Technology,Main Campus,Suburban Campus,179,No
DEYU9619,Female,73442.77,25791.63,No,Electrical Engineering,Chemical Engineering,Main Campus,Main Campus,151,No
SYUF5136,Male,41288.27,25188.79,No,Mechanical Engineering,Computer Science,City Campus,Main Campus,893,No
DSYY3990,Male,30493.17,40611.72,Yes,Computer Science,Electrical Engineering,Main Campus,City Campus,633,Yes
PXZF5917,Male,48857.8,46619.45,No,Computer Science,Computer Science,City Campus,City Campus,672,No
GZEX0768,Female,78438.67,28432.48,No,Computer Science,Chemical Engineering,Main Campus,City Campus,51,No
LGGB2103,Male,48931.62,31784.78,No,Computer Science,Civil Engineering,Main Campus,Suburban Campus,239,No
TZWM3514,Male,35250.14,37509.45,Yes,Electrical Engineering,Mechanical Engineering,Main Campus,Suburban Campus,118,No
WQRE0823,Male,76281.79,42993.47,No,Computer Science,Information Technology,City Campus,City Campus,671,No
YBEJ7580,Female,38786.57,29347.55,No,Computer Science,Mechanical Engineering,Main Campus,Suburban Campus,40,No
PPMA9181,Male,66416.37,43822.99,No,Electrical Engineering,Electrical Engineering,Main Campus,Main Campus,189,Yes
CFES7722,Male,45327.48,48612.86,Yes,Computer Science,Chemical Engineering,Suburban Campus,City Campus,701,No
GBOV1342,Female,71067.16,34634.95,No,Electrical Engineering,Chemical Engineering,Main Campus,Suburban Campus,519,No
RPFA1208,Female,54480.93,46485.72,No,Computer Science,Chemical Engineering,City Campus,City Campus,882,No
IKMR0518,Female,56448.01,32712.12,No,Electrical Engineering,Mechanical Engineering,Main Campus,Main Campus,451,No
JLGM2207,Male,65022.78,42412.38,No,Electrical Engineering,Chemical Engineering,City Campus,Suburban Campus,594,No
RCIO9558,Female,73269.92,44476.77,No,Mechanical Engineering,Information Technology,Suburban Campus,Main Campus,325,No
VKNW4840,Male,57577.11,38687.33,No,Electrical Engineering,Mechanical Engineering,Main Campus,City Campus,43,No
XSNX8661,Male,60373.35,38218.87,No,Computer Science,Civil Engineering,Main Campus,City Campus,567,No
TEZZ8149,Male,74828.51,32879.39,No,Electrical Engineering,Civil Engineering,Suburban Campus,Main Campus,735,No
LZQV2990,Male,38537.37,37014.26,No,Electrical Engineering,Chemical Engineering,Suburban Campus,City Campus,234,No
KKIH4876,Female,77325.52,31218.81,No,Mechanical Engineering,Electrical Engineering,Main Campus,Suburban Campus,63,No
NKKD5799,Female,49478.17,38980.95,No,Electrical Engineering,Civil Engineering,City Campus,City Campus,975,No
OCHN3434,Female,47258.64,21927.99,No,Mechanical Engineering,Mechanical Engineering,City Campus,City Campus,732,Yes
PAHD6608,Male,67064.86,25017.47,No,Computer Science,Information Technology,City Campus,Main Campus,266,No
IGTX8083,Female,78400.01,21012.8,No,Mechanical Engineering,Computer Science,City Campus,Suburban Campus,999,No
HMSC8194,Female,56584.11,35340.7,No,Electrical Engineering,Information Technology,Main Campus,Suburban Campus,264,No
VHKQ1287,Male,59730.85,37606.08,No,Mechanical Engineering,Civil Engineering,Main Campus,Suburban Campus,17,No
TWVN1351,Male,72481.5,28804.21,No,Mechanical Engineering,Computer Science,Main Campus,City Campus,695,No
WWAF8824,Male,53843.09,44800.59,No,Mechanical Engineering,Computer Science,Main Campus,Suburban Campus,866,No
XSHV5610,Male,36378.61,39352.94,Yes,Mechanical Engineering,Information Technology,Main Campus,Suburban Campus,879,No
JPEW5318,Male,30474.87,48954.36,Yes,Mechanical Engineering,Information Technology,City Campus,Main Campus,870,No
TRHK1598,Female,55678.27,30567.6,No,Electrical Engineering,Information Technology,Suburban Campus,Suburban Campus,362,No
QRGK0770,Female,37774.56,20898.2,No,Electrical Engineering,Chemical Engineering,City Campus,City Campus,554,No
XQPA2839,Female,36318.42,25397.13,No,Computer Science,Chemical Engineering,Suburban Campus,Main Campus,736,No
QLJJ2468,Male,48940.03,29680.43,No,Mechanical Engineering,Electrical Engineering,Suburban Campus,City Campus,46,No
KCNR8366,Male,66771.12,43726.89,No,Electrical Engineering,Mechanical Engineering,Suburban Campus,Main Campus,615,No
HCBZ6827,Female,32643.23,30732.34,No,Computer Science,Chemical Engineering,City Campus,City Campus,241,No
XHDT8886,Male,66270.96,22179.21,No,Electrical Engineering,Chemical Engineering,City Campus,Main Campus,359,No
RRSR9243,Female,78724.99,39708.64,No,Computer Science,Information Technology,Suburban Campus,Suburban Campus,112,No
ASOE7257,Male,65375.12,31158.93,No,Mechanical Engineering,Civil Engineering,Suburban Campus,Suburban Campus,80,No
XRNV8810,Male,42455.58,43385.44,Yes,Mechanical Engineering,Chemical Engineering,Main Campus,Suburban Campus,520,No
DGVT1630,Female,60435.15,23669.11,No,Computer Science,Chemical Engineering,City Campus,City Campus,455,No
JTHU3228,Male,65339.34,29557.67,No,Mechanical Engineering,Mechanical Engineering,Suburban Campus,Main Campus,116,No
MWPY0858,Male,39155.23,20327.03,No,Mechanical Engineering,Electrical Engineering,Suburban Campus,Suburban Campus,524,No
JHBW1245,Male,79312.31,29866.08,No,Mechanical Engineering,Information Technology,Main Campus,City Campus,80,No
XLIS7461,Female,69923.44,33961.3,No,Computer Science,Chemical Engineering,City Campus,City Campus,243,No
QAHT1747,Male,55111.46,43857.18,No,Computer Science,Information Technology,Suburban Campus,Main Campus,209,No
CPQK9301,Male,43791.15,46962.32,Yes,Electrical Engineering,Information Technology,City Campus,City Campus,334,Yes
JAIV1662,Female,51388.25,36849.22,No,Computer Science,Mechanical Engineering,Main Campus,Main Campus,585,No
SIDJ5182,Female,77083.85,31567.73,No,Electrical Engineering,Civil Engineering,City Campus,City Campus,381,No
HSPI8939,Female,74069.39,38054.06,No,Electrical Engineering,Civil Engineering,City Campus,Suburban Campus,850,No
JEYX4271,Male,70701.16,35817.87,No,Electrical Engineering,Chemical Engineering,Main Campus,City Campus,843,No
TPEJ6082,Female,45259.37,23087.61,No,Mechanical Engineering,Chemical Engineering,City Campus,City Campus,698,No
NBZR6064,Female,72896.07,28341.45,No,Electrical Engineering,Computer Science,City Campus,Suburban Campus,426,No
JOMD6636,Female,77372.73,38237.13,No,Electrical Engineering,Computer Science,City Campus,Suburban Campus,74,No
RHPD8171,Female,50325.74,46500.8,No,Computer Science,Computer Science,Suburban Campus,Main Campus,658,No
CCFF2527,Female,45636.85,45797.38,Yes,Mechanical Engineering,Mechanical Engineering,Main Campus,Suburban Campus,437,Yes
HBMF9306,Male,34507.03,22244.73,No,Mechanical Engineering,Computer Science,City Campus,City Campus,897,No
XVRD0571,Female,33973.74,46779.92,Yes,Mechanical Engineering,Mechanical Engineering,Suburban Campus,Main Campus,290,Yes
GGZH4010,Female,66497.65,32652.5,No,Electrical Engineering,Mechanical Engineering,Main Campus,Suburban Campus,147,No
HUIT0708,Male,77243.35,42686.04,No,Computer Science,Computer Science,City Campus,City Campus,26,Yes
REJL6808,Male,38255.66,29533.5,No,Computer Science,Computer Science,City Campus,City Campus,335,Yes
EKZH3876,Male,32870.58,29603.64,No,Mechanical Engineering,Mechanical Engineering,City Campus,Suburban Campus,622,No
UCSB9145,Female,67170.47,25913.7,No,Computer Science,Computer Science,Suburban Campus,Main Campus,808,No
UREJ3068,Female,57707.99,44081.76,No,Mechanical Engineering,Information Technology,Suburban Campus,City Campus,369,No
ZDXC4023,Male,54642.53,34959.53,No,Mechanical Engineering,Civil Engineering,Main Campus,Main Campus,344,No
SRTO5963,Male,73717.65,49707.79,No,Computer Science,Computer Science,Main Campus,Main Campus,999,No
NSCR2363,Male,78108.32,32637.12,No,Electrical Engineering,Information Technology,Suburban Campus,Main Campus,418,No
VOZB6188,Female,51199.18,23722.78,No,Computer Science,Civil Engineering,Main Campus,Main Campus,919,No
WBMG9026,Male,55434.12,25134.19,No,Mechanical Engineering,Civil Engineering,Main Campus,City Campus,668,No
KGLU4841,Female,66539.87,29806.24,No,Computer Science,Computer Science,Main Campus,Suburban Campus,384,No
MQCK5006,Female,53982.8,31485.73,No,Electrical Engineering,Information Technology,Suburban Campus,City Campus,482,No
QHNF6930,Male,55750.57,37292.41,No,Electrical Engineering,Civil Engineering,Suburban Campus,Suburban Campus,966,No
FLOQ4671,Female,79897.72,28551.11,No,Electrical Engineering,Computer Science,City Campus,City Campus,997,No
TFIV9257,Female,74404.03,39310.0,No,Mechanical Engineering,Computer Science,Suburban Campus,Main Campus,302,No
BEDS7161,Female,64894.1,45683.09,No,Computer Science,Electrical Engineering,Main Campus,Suburban Campus,637,No
YKLU7149,Female,50273.57,49638.64,No,Mechanical Engineering,Information Technology,Suburban Campus,City Campus,32,No
VPUL6914,Female,60814.33,47349.29,No,Mechanical Engineering,Civil Engineering,Main Campus,Suburban Campus,165,No
NBYV4591,Female,75544.32,28530.97,No,Electrical Engineering,Civil Engineering,City Campus,Suburban Campus,378,No
PSDK6853,Male,67295.86,45249.29,No,Computer Science,Chemical Engineering,Suburban Campus,City Campus,46,No
ZXTH9941,Male,65708.0,32084.32,No,Computer Science,Information Technology,City Campus,City Campus,298,No
KSTH7879,Male,65129.59,46874.89,No,Mechanical Engineering,Computer Science,City Campus,City Campus,953,No
QFQH3696,Female,67483.4,47541.03,No,Computer Science,Chemical Engineering,Main Campus,Suburban Campus,154,No
YNSI1345,Female,42211.31,21173.61,No,Computer Science,Electrical Engineering,Main Campus,City Campus,934,No
RKTV2885,Male,66949.16,39343.27,No,Electrical Engineering,Mechanical Engineering,Main Campus,City Campus,606,No
ADRF7122,Male,77543.42,22083.62,No,Mechanical Engineering,Computer Science,City Campus,Suburban Campus,27,No
VRHT0818,Female,71168.17,22853.59,No,Computer Science,Civil Engineering,Suburban Campus,Suburban Campus,109,No
TWTO2772,Male,74016.59,44075.4,No,Mechanical Engineering,Electrical Engineering,Suburban Campus,City Campus,624,No
RYKY9350,Female,56405.57,41697.61,No,Mechanical Engineering,Chemical Engineering,Main Campus,City Campus,217,No
GQUW8976,Female,60459.68,28240.21,No,Mechanical Engineering,Computer Science,Suburban Campus,Main Campus,828,No
TOPU9216,Female,60368.68,42610.77,No,Mechanical Engineering,Civil Engineering,Suburban Campus,Suburban Campus,321,No
EENJ4515,Female,78232.37,32010.33,No,Mechanical Engineering,Electrical Engineering,Main Campus,Main Campus,524,No
GISE1309,Male,63726.11,36693.51,No,Electrical Engineering,Civil Engineering,Suburban Campus,Suburban Campus,733,No
QRMO3732,Male,74096.53,29395.24,No,Mechanical Engineering,Computer Science,Main Campus,Suburban Campus,800,No
EBNK5022,Male,56175.82,38369.62,No,Mechanical Engineering,Chemical Engineering,Main Campus,Main Campus,760,No
IJFT5989,Male,41253.43,31799.82,No,Electrical Engineering,Information Technology,Main Campus,Suburban Campus,521,No
ARLX6696,Female,33756.12,40893.71,Yes,Electrical Engineering,Electrical Engineering,Main Campus,City Campus,803,No
IXYK5298,Male,71970.45,33637.45,No,Computer Science,Chemical Engineering,City Campus,Main Campus,596,No
JULB8159,Male,55684.22,45460.17,No,Computer Science,Chemical Engineering,City Campus,Suburban Campus,730,No
EYNA0678,Male,77624.18,49014.58,No,Mechanical Engineering,Computer Science,City Campus,Suburban Campus,353,No
LCNS9769,Male,51136.11,23642.39,No,Computer Science,Electrical Engineering,Main Campus,Main Campus,963,No
TDLI0075,Female,48954.74,31217.18,No,Electrical Engineering,Mechanical Engineering,Suburban Campus,Main Campus,221,No
OFGK6406,Female,48664.18,38539.31,No,Computer Science,Chemical Engineering,City Campus,Suburban Campus,388,No
NQQT5709,Male,35661.68,20878.65,No,Computer Science,Mechanical Engineering,Main Campus,City Campus,851,No
CUHC7436,Male,75702.26,21435.03,No,Computer Science,Chemical Engineering,Main Campus,City Campus,597,No
MNDK7591,Female,42488.26,20311.88,No,Computer Science,Electrical Engineering,Suburban Campus,Suburban Campus,34,No
RXUS3955,Female,56955.98,23154.07,No,Electrical Engineering,Chemical Engineering,Main Campus,City Campus,673,No
DAPN9379,Female,68320.7,29685.77,No,Computer Science,Chemical Engineering,City Campus,Suburban Campus,744,No
IKQN1281,Male,35893.27,40627.97,Yes,Computer Science,Chemical Engineering,Suburban Campus,Suburban Campus,154,No
EUWW9945,Male,44958.9,33070.47,No,Computer Science,Civil Engineering,Main Campus,Main Campus,391,No
HBCS4316,Male,44677.25,25105.74,No,Electrical Engineering,Chemical Engineering,Suburban Campus,City Campus,781,No
CQXI4635,Male,40653.3,25734.79,No,Computer Science,Civil Engineering,City Campus,Suburban Campus,665,No
OJIL0227,Female,66901.29,47068.29,No,Mechanical Engineering,Civil Engineering,Suburban Campus,Main Campus,81,No
LVDT8433,Female,58442.1,31066.39,No,Electrical Engineering,Civil Engineering,Suburban Campus,Suburban Campus,979,No
OEPV8152,Male,40873.16,47086.42,Yes,Electrical Engineering,Civil Engineering,Suburban Campus,City Campus,80,Yes
XBBA5054,Female,45240.99,49686.95,Yes,Electrical Engineering,Computer Science,Suburban Campus,Main Campus,982,No
PXOO9473,Female,76655.57,48023.31,No,Mechanical Engineering,Information Technology,Suburban Campus,City Campus,958,No
FUTH4535,Male,62148.68,46040.45,No,Mechanical Engineering,Computer Science,Main Campus,Suburban Campus,230,No
RWUP1541,Female,71286.37,27790.63,No,Mechanical Engineering,Mechanical Engineering,City Campus,Main Campus,579,No
YRZT4324,Male,31771.46,43548.32,Yes,Computer Science,Information Technology,Main Campus,City Campus,516,No
BJBF9344,Female,53152.85,23324.11,No,Mechanical Engineering,Electrical Engineering,Main Campus,Suburban Campus,589,No
BZIS5882,Male,60887.43,48414.35,No,Computer Science,Information Technology,Suburban Campus,City Campus,646,No
OEQJ6853,Female,54413.32,22251.27,No,Mechanical Engineering,Computer Science,Suburban Campus,Main Campus,562,No
XNJW4465,Female,47787.2,29879.87,No,Electrical Engineering,Chemical Engineering,City Campus,Main Campus,752,No
DECQ2137,Male,60776.51,38382.52,No,Mechanical Engineering,Chemical Engineering,City Campus,Main Campus,429,No
DFVS4421,Male,46427.59,44374.57,No,Mechanical Engineering,Information Technology,City Campus,Main Campus,552,No
VABO1605,Female,47694.64,28097.36,No,Computer Science,Mechanical Engineering,City Campus,Main Campus,751,No
BGEY5507,Female,30257.72,25110.16,No,Mechanical Engineering,Civil Engineering,Suburban Campus,Suburban Campus,125,No
RHCL9818,Male,74509.81,24132.9,No,Mechanical Engineering,Civil Engineering,Main Campus,Suburban Campus,868,No
PUVE6273,Male,39307.89,33820.81,No,Electrical Engineering,Mechanical Engineering,Main Campus,Suburban Campus,900,No
LPFK1285,Male,47726.62,23788.66,No,Mechanical Engineering,Civil Engineering,Main Campus,Main Campus,541,No
KDCM6075,Female,35066.89,45856.85,Yes,Electrical Engineering,Computer Science,Main Campus,Suburban Campus,818,No
